type	geneStart	geneEnd	tag	description
CDS	479387	479971	HVO_A0472	oxidoreductase (homolog to thioredoxin-disulfide reductase)
CDS	480143	481030	HVO_A0473	DMT superfamily transport protein
CDS	481088	481270	HVO_A0474	uncharacterized protein
CDS	481492	482094	HVO_A0475	superoxide dismutase (Mn)
CDS	482202	483197	HVO_A0476	uncharacterized protein
CDS	483383	484573	HVO_A0477	ABC-type transport system periplasmic substrate-binding protein (probable substrate phosphate)
CDS	484636	485769	HVO_A0478	ABC-type transport system permease protein (probable substrate phosphate)
CDS	485769	487391	HVO_A0479	ABC-type transport system permease protein (probable substrate phosphate)
CDS	487394	488347	HVO_A0480	ABC-type transport system ATP-binding protein (probable substrate phosphate)
CDS	488577	489689	HVO_A0481	PhoU domain protein
CDS	489745	490320	HVO_A0482	uncharacterized protein
CDS	492689	493744	HVO_A0485	aminotransferase class V
CDS	493903	494913	HVO_A0486	hydrogenase expression/formation protein
CDS	495083	496411	HVO_A0487	"cobyrinate a,c-diamide synthase"
CDS	496484	497203	HVO_A0488	cob(I)alamin adenosyltransferase
CDS	497237	498328	HVO_A0489	homolog to homocitrate synthase
CDS	498329	499576	HVO_A0490	family 3 CoA transferase
CDS	499573	500724	HVO_A0491	ABC-type transport system ATP-binding protein (probable substrate sugar)
CDS	500724	501590	HVO_A0492	ABC-type transport system permease protein (probable substrate sugar)
CDS	501592	502521	HVO_A0493	ABC-type transport system permease protein (probable substrate sugar)
CDS	502518	503849	HVO_A0494	ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar)
CDS	504016	504654	HVO_A0495	HTH-10 family transcription regulator
CDS	504796	505668	HVO_A0496	uspA domain protein
CDS	505795	506478	HVO_A0497	uncharacterized protein
CDS	506602	507741	HVO_A0498	uncharacterized protein
CDS	507824	508600	HVO_A0499	uncharacterized protein
CDS	508652	509119	HVO_A0500	FKBP-type peptidylprolyl isomerase
CDS	509255	509860	HVO_A0501	homolog to S-adenosylmethionine-dependent methyltransferase
CDS	510372	511244	HVO_A0503	amidohydrolase domain protein
CDS	511352	511837	HVO_A0504	uncharacterized protein
CDS	511839	512603	HVO_A0505	enoyl-CoA hydratase
CDS	512685	513323	HVO_A0506	HTH-10 family transcription regulator
CDS	513415	514359	HVO_A0507	"1,2-phenylacetyl-CoA epoxidase subunit A"
CDS	514365	514685	HVO_A0508	"1,2-phenylacetyl-CoA epoxidase subunit B"
CDS	514688	515506	HVO_A0509	"1,2-phenylacetyl-CoA epoxidase subunit C"
CDS	515499	515942	HVO_A0510	DUF59 family protein
CDS	515946	516113	HVO_A0511	small CPxCG-related zinc finger protein
CDS	516276	517727	HVO_A0512	aldehyde dehydrogenase
CDS	517796	518179	HVO_A0513	PaaI family protein
CDS	518259	518876	HVO_A0514	ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)
CDS	518873	519637	HVO_A0515	ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)
CDS	519630	521576	HVO_A0516	ABC-type transport system permease protein (probable substrate branched-chain amino acids)
CDS	521626	522630	HVO_A0517	luciferase-type oxidoreductase
CDS	522686	522925	HVO_A0518	hypothetical protein
CDS	522946	523416	HVO_A0519	MaoC domain protein
CDS	523513	523923	HVO_A0520	PaaI family protein
CDS	523933	525222	HVO_A0521	phenylacetyl-coenzyme A ligase
CDS	525323	526486	HVO_A0522	acetyl-CoA C-acyltransferase
CDS	526483	528051	HVO_A0523	UPF0219 family protein
CDS	528138	529022	HVO_A0524	3-hydroxyacyl-CoA dehydrogenase
CDS	529019	529900	HVO_A0525	enoyl-CoA hydratase
CDS	529994	530269	HVO_A0526	uncharacterized protein
CDS	530513	531280	HVO_A0527	IclR family transcription regulator
CDS	531423	531743	HVO_A0528	EthD domain protein
CDS	531748	533442	HVO_A0529	acetolactate synthase large subunit
CDS	533532	534494	HVO_A0530	GalE family epimerase/dehydratase
CDS	534534	534743	HVO_A0531	uncharacterized protein
CDS	534822	535193	HVO_A0532	cupin 2 barrel domain protein
CDS	535259	535849	HVO_A0533	HD family hydrolase
CDS	535853	536575	HVO_A0534	EthD domain protein
CDS	536676	537950	HVO_A0535	peptidase M24 family protein
CDS	538172	539779	HVO_A0536	N-methylhydantoinase (ATP-hydrolyzing) B
CDS	539776	541791	HVO_A0537	N-methylhydantoinase (ATP-hydrolyzing) A
CDS	541791	543008	HVO_A0538	NRAMP family transport protein (probable substrate divalent metal cation)
CDS	543199	543744	HVO_A0539	CopG domain protein
CDS	543848	544519	HVO_A0540	homolog to receiver/sensor box histidine kinase
CDS	544688	545944	HVO_A0541	ABC-type transport system periplasmic substrate-binding protein
CDS	546030	546164	HVO_A0542	uncharacterized protein
CDS	546161	546592	HVO_A0543	uncharacterized protein
CDS	546702	546908	HVO_A0544	uncharacterized protein
CDS	546987	547586	HVO_A0545	TetR family transcription regulator
CDS	547627	548382	HVO_A0546	putative oxidoreductase (short-chain dehydrogenase family)
CDS	548509	549510	HVO_A0547	DUF1028 family protein
CDS	549629	550156	HVO_A0548	DoxX domain protein
CDS	550262	550849	HVO_A0549	NosL family protein
CDS	551018	553675	HVO_A0550	receiver/sensor box histidine kinase
CDS	553798	555414	HVO_A0551	acyl-CoA synthetase
CDS	555608	557146	HVO_A0553	adenosylcobyrate synthase
CDS	557175	558341	HVO_A0554	major facilitator superfamily transport protein
CDS	558765	559421	HVO_A0555	DUF162 family protein
CDS	559749	559892	HVO_A0556	small CPxCG-related zinc finger protein
CDS	559953	561179	HVO_A0557	ABC-type transport system periplasmic substrate-binding protein
CDS	561274	562509	HVO_A0558	ABC-type transport system periplasmic substrate-binding protein
CDS	562540	564126	HVO_A0559	histidine ammonia-lyase
CDS	564119	565357	HVO_A0560	imidazolonepropionase
CDS	565350	566300	HVO_A0561	formimidoylglutamase
CDS	566297	568159	HVO_A0562	urocanate hydratase
CDS	568248	568898	HVO_A0563	HTH-10 family transcription regulator
CDS	568902	569303	HVO_A0564	glyoxalase domain protein
CDS	569616	570803	HVO_A0565	major facilitator superfamily transport protein
CDS	570870	571400	HVO_A0566	3-isopropylmalate dehydratase small subunit
CDS	571397	572710	HVO_A0567	3-isopropylmalate dehydratase large subunit
CDS	572712	573671	HVO_A0568	hydroxymethylglutaryl-CoA lyase
CDS	573668	574873	HVO_A0569	family 3 CoA transferase
CDS	575069	576469	HVO_A0570	putative metal-dependent hydrolase
CDS	576466	577125	HVO_A0571	isochorismatase family protein
CDS	577192	578169	HVO_A0572	putative flavin-dependent oxidoreductase
CDS	578166	578567	HVO_A0574	DUF1486 family protein
CDS	578819	580252	HVO_A0575	homolog to succinate dehydrogenase flavoprotein
CDS	580417	581724	HVO_A0576	ABC-type transport system periplasmic substrate-binding protein (probable substrate branched-chain amino acids)
CDS	581819	582784	HVO_A0577	ABC-type transport system permease protein (probable substrate branched-chain amino acids)
CDS	582781	583857	HVO_A0578	ABC-type transport system permease protein (probable substrate branched-chain amino acids)
CDS	583857	584648	HVO_A0579	ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)
CDS	584641	585345	HVO_A0580	ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)
CDS	585347	586675	HVO_A0581	PrpD family protein
CDS	586717	588090	HVO_A0582	PrpD family protein
CDS	588160	588930	HVO_A0583	IclR family transcription regulator
CDS	589597	590685	HVO_A0584	inosine-5'-monophosphate dehydrogenase
CDS	591104	592339	HVO_A0586	sugar nucleotidyltransferase
CDS	592440	593825	HVO_A0587	receiver/sensor box protein
CDS	594041	594484	HVO_A0588	HTH domain protein
CDS	594503	594871	HVO_A0589	HxlR family transcription regulator
CDS	595033	595389	HVO_A0590	uncharacterized protein
CDS	595489	596250	HVO_A0591	DICT domain protein
CDS	596408	596641	HVO_A0592	uncharacterized protein
CDS	596686	597246	HVO_A0593	ArsR family transcription regulator
CDS	597454	599271	HVO_A0594	glutamine--fructose-6-phosphate aminotransferase (isomerizing)
CDS	599271	600440	HVO_A0595	sugar nucleotidyltransferase
CDS	600914	601564	HVO_A0596	uncharacterized protein
CDS	602036	602569	HVO_A0597	uncharacterized protein
CDS	602917	603195	HVO_A0598	PadR family transcription regulator
CDS	603236	603472	HVO_A0599	uncharacterized protein
CDS	603818	604237	HVO_A0600	uncharacterized protein
CDS	604291	604902	HVO_A0601	NosL family protein
CDS	605019	606344	HVO_A0602	phosphohexomutase (phosphoglucomutase / phosphomannomutase)
CDS	606528	606842	HVO_A0604	uncharacterized protein
CDS	607019	607660	HVO_A0605	F420-dependent NADP oxidoreductase family protein
CDS	607809	609122	HVO_A0606	major facilitator superfamily transport protein
CDS	609119	609364	HVO_A0607	purine-binding chemotaxis protein CheW
CDS	609848	610687	HVO_A0609	ABC-type transport system permease protein (probable substrate zinc)
CDS	610830	611606	HVO_A0610	ABC-type transport system ATP-binding protein (probable substrate zinc)
CDS	611603	612610	HVO_A0611	ABC-type transport system periplasmic substrate-binding protein (probable substrate zinc)
CDS	612783	613457	HVO_A0613	DUF2306 family protein
CDS	613536	613652	HVO_A0614	uncharacterized protein
CDS	613711	613917	HVO_A0615	cold shock protein
CDS	614072	614668	HVO_A0616	TetR family transcription regulator
CDS	614751	615674	HVO_A0617	DMT superfamily transport protein
CDS	615909	617336	HVO_A0618	flavin-dependent pyridine nucleotide oxidoreductase (homolog to coenzyme A disulfide reductase)
CDS	617447	618805	HVO_A0619	uncharacterized protein
CDS	618807	619418	HVO_A0620	uncharacterized protein
CDS	619529	620101	HVO_A0621	uncharacterized protein
CDS	620140	620598	HVO_A0622	uncharacterized protein
CDS	620616	621026	HVO_A0623	uncharacterized protein
CDS	621243	623930	HVO_A0624	P-type transport ATPase (probable substrate zinc/cadmium)
CDS	624026	625435	HVO_A0625	uncharacterized protein
CDS	625432	625689	HVO_A0626	uncharacterized protein
CDS	625803	626867	HVO_A0627	uncharacterized protein
CDS	627071	628717	HVO_A0629	sensor box histidine kinase
CDS	628802	629218	HVO_A0630	glyoxalase domain protein
CDS	629390	629758	HVO_A0631	uncharacterized protein
CDS	630181	630612	HVO_A0632	pilin PilA
CDS	630851	631291	HVO_A0633	pilin PilA
CDS	631456	632805	HVO_A0634	peptidase M20 family protein (homolog to succinyl-diaminopimelate desuccinylase)
CDS	632812	633927	HVO_A0635	putative cysteine desulfurase
CDS	633990	634466	HVO_A0636	YbaK domain protein
CDS	634653	634937	HVO_A0637	translation initiation factor aIF-1A
CDS	635343	635564	HVO_A0638	uncharacterized protein
