type	geneStart	geneEnd	tag	description
CDS	670267	672030	HVO_0749	type IV pilus biogenesis complex membrane subunit
CDS	672085	672555	HVO_0750	uncharacterized protein
CDS	672533	672925	HVO_0751	uncharacterized protein
CDS	672922	673806	HVO_0752	uncharacterized protein
CDS	673803	676859	HVO_0753	uncharacterized protein
CDS	676918	677337	HVO_0754	uncharacterized protein
CDS	677334	678230	HVO_0755	homolog to NAD-dependent epimerase/dehydratase
CDS	678332	679516	HVO_0756	DHH/RecJ family phosphoesterase
CDS	679608	680699	HVO_0757	putative oxidoreductase (aldo-keto reductase family protein)
CDS	680745	680915	HVO_0758	small CPxCG-related zinc finger protein
CDS	681037	682233	HVO_0759	major facilitator superfamily transport protein
CDS	682316	683422	HVO_0760	"putative glycosyltransferase, type 2"
CDS	683419	683907	HVO_0761	uncharacterized protein
CDS	683937	684533	HVO_0762	NUDIX family hydrolase
CDS	684671	685198	HVO_0763	DoxX domain protein
CDS	685589	686371	HVO_0764	uncharacterized protein
CDS	686654	687820	HVO_0765	FAD-dependent oxidoreductase
CDS	687866	688354	HVO_0766	Hsp20-type molecular chaperone
CDS	688351	688509	HVO_0767	small CPxCG-related zinc finger protein
CDS	688631	690328	HVO_0768	radical SAM domain protein
CDS	690496	690900	HVO_0769	TRAM domain protein
CDS	690965	691660	HVO_0770	uncharacterized protein
CDS	691757	692545	HVO_0771	beta-lactamase domain protein
CDS	692660	692932	HVO_0772	NP_1176A family transcription regulator
CDS	693054	693215	HVO_0772A	small CPxCG-related zinc finger protein
CDS	693329	694084	HVO_0773	putative S-adenosylmethionine-dependent methyltransferase
CDS	694155	695057	HVO_0774	"putative glycosyltransferase, type 2"
CDS	695067	695891	HVO_0775	amidohydrolase family protein
CDS	696079	696729	HVO_0776	HTH-10 family transcription regulator
CDS	696784	697065	HVO_0777	uncharacterized protein
CDS	697228	698802	HVO_0778	thermosome subunit 3
CDS	698990	700309	HVO_0779	transport protein (probable substrate cationic amino acids)
CDS	700343	700999	HVO_0780	UPF0126 family protein
CDS	700999	701787	HVO_0781	S-adenosylmethionine hydroxide adenosyltransferase family protein
CDS	701789	702334	HVO_0782	nicotinamide-nucleotide adenylyltransferase
CDS	702504	704588	HVO_0783	ATP-dependent protease Lon
CDS	704595	705614	HVO_0784	Abi/CAAX family protein
CDS	705717	706055	HVO_0785	uncharacterized protein
CDS	706072	706527	HVO_0786	putative methylated-DNA--protein-cysteine methyltransferase
CDS	706709	707464	HVO_0787	indole-3-glycerol-phosphate synthase
CDS	707461	708729	HVO_0788	tryptophan synthase beta subunit
CDS	708729	709562	HVO_0789	tryptophan synthase alpha subunit
CDS	709587	710387	HVO_0790	"2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase"
CDS	710480	710893	HVO_0791	putative methylated-DNA--protein-cysteine methyltransferase
CDS	711644	712822	HVO_0792	"3-dehydroquinate synthase, type II"
CDS	712892	713287	HVO_0793	uncharacterized protein
CDS	713403	714497	HVO_0794	CTAG modification methylase
CDS	714561	715568	HVO_0795	transcription initiation factor TFB
CDS	715844	716650	HVO_0796	ABC-type transport system periplasmic substrate-binding protein (probable substrate iron/cobalamin)
CDS	716671	717192	HVO_0797	putative non-canonical purine NTP phosphatase
CDS	717217	719091	HVO_0798	dolichyl-phosphate mannosyltransferase AglD
CDS	719373	719642	HVO_0799	uncharacterized protein
CDS	719859	720482	HVO_0800	HTH domain protein
CDS	720565	721839	HVO_0801	stomatin family protein
CDS	721979	722581	HVO_0802	uncharacterized protein
CDS	722661	723857	HVO_0803	homolog to restriction system mrr
CDS	723854	724015	HVO_0804	uncharacterized protein
CDS	724281	724529	HVO_0805	uncharacterized protein
CDS	724574	726331	HVO_0806	pyruvate kinase
CDS	726446	726733	HVO_0807	uncharacterized protein
CDS	726805	727110	HVO_0808	uncharacterized protein
CDS	727241	729463	HVO_0809	methionine--tRNA ligase
CDS	729754	730320	HVO_0810	uncharacterized protein
CDS	730369	731442	HVO_0811	aspartate 1-decarboxylase
CDS	731572	733857	HVO_0812	phosphoenolpyruvate synthase
CDS	733975	734223	HVO_0813	uncharacterized protein
CDS	734301	734900	HVO_0814	DnaJ N-terminal domain protein
CDS	734938	735717	HVO_0815	arNOG05395 family transcription regulator
CDS	735848	736540	HVO_0816	putative phosphoesterase
CDS	736584	737861	HVO_0817	amine oxidase family protein
CDS	737956	739125	HVO_0818	threonine synthase
CDS	739212	739907	HVO_0819	SirR/DtxR family transcription regulator SirR
CDS	739904	740605	HVO_0820	uncharacterized protein
CDS	740692	741375	HVO_0821	LysE family transport protein
CDS	741511	742557	HVO_0822	glycerol-1-phosphate dehydrogenase (NAD(P))
CDS	742827	743468	HVO_0823	DUF420 family protein
CDS	743574	744632	HVO_0824	"putative glycosyltransferase, type 1"
CDS	744741	745364	HVO_0825	halocyanin
CDS	745509	746555	HVO_0826	peptidase M42 family protein
CDS	746707	746964	HVO_0827	MTH865 family protein
CDS	746978	747700	HVO_0828	uncharacterized protein
CDS	747740	749566	HVO_0829	peptidase S9 family protein
CDS	749624	750043	HVO_0830	methylmalonyl-CoA mutase subunit B (cobalamin-binding subunit)
CDS	750040	751158	HVO_0831	YgfD family GTPase
CDS	751246	752172	HVO_0832	alpha/beta hydrolase fold protein
CDS	752204	752347	HVO_0833	uncharacterized protein
CDS	752362	752742	HVO_0834	DUF35 family protein
CDS	752739	753905	HVO_0835	acetyl-CoA C-acetyltransferase
CDS	754108	755415	HVO_0836	putative M28 family peptidase (homolog to aminopeptidase YwaD)
CDS	755559	756290	HVO_0837	putative NAD kinase (polyphosphate/ATP)
CDS	756402	756845	HVO_0838	uncharacterized protein
CDS	756983	757264	HVO_0839	uncharacterized protein
CDS	757257	757646	HVO_0840	uncharacterized protein
CDS	757686	758450	HVO_0841	cytochrome bc1 complex cytochrome b/c subunit
CDS	758461	759255	HVO_0842	cytochrome bc1 complex cytochrome b subunit
CDS	759259	759648	HVO_0843	uncharacterized protein
CDS	759648	760286	HVO_0844	halocyanin
CDS	760372	761202	HVO_0845	uncharacterized protein
CDS	761446	761928	HVO_0847	uncharacterized protein
CDS	761929	762612	HVO_0848	endonuclease III
CDS	762725	762859	HVO_0849	uncharacterized protein
CDS	762939	764156	HVO_0850	proteasome-activating nucleotidase
CDS	764328	764597	HVO_0852	NP_1176A family transcription regulator
CDS	764624	765037	HVO_0852A	uncharacterized protein
CDS	765034	766359	HVO_0853	DNA double-strand break repair protein Mre11
CDS	766356	769037	HVO_0854	DNA double-strand break repair ATPase Rad50
CDS	769063	769500	HVO_0855	uncharacterized protein
CDS	769528	770085	HVO_0856	uncharacterized protein
CDS	770134	770319	HVO_0857	uncharacterized protein
CDS	770425	774432	HVO_0858	DNA-directed DNA polymerase B (intein-containing)
CDS	774651	775556	HVO_0859	Fe-S cluster assembly ATPase SufC
CDS	775569	776999	HVO_0860	SufB domain protein
CDS	777003	778211	HVO_0861	SufB domain protein
CDS	778355	778846	HVO_0862	uncharacterized protein
CDS	778851	779303	HVO_0863	SirR/DtxR family transcription regulator
CDS	779373	780371	HVO_0864	ISH11-type transposase ISHvo7
CDS	781408	782166	HVO_0865	FkbM family methyltransferase
CDS	782201	782935	HVO_0866	homolog to alanine-tRNA ligase
CDS	783131	783823	HVO_0867	HD family hydrolase
CDS	783867	784856	HVO_0868	GalE family epimerase/dehydratase
CDS	784965	789500	HVO_0869	glutamate synthase large subunit
CDS	789658	791124	HVO_0870	proline--tRNA ligase
CDS	791279	791674	HVO_0871	uncharacterized protein
CDS	791671	791784	HVO_0872	uncharacterized protein
CDS	791827	792306	HVO_0873	uncharacterized protein
CDS	792555	794477	HVO_0874	beta-lactamase domain protein
CDS	794549	794959	HVO_0875	DUF1628 domain protein
CDS	795023	795406	HVO_0876	methylglyoxal synthase
CDS	795543	795974	HVO_0877	uncharacterized protein
CDS	795975	796781	HVO_0878	endonuclease III
CDS	796851	797276	HVO_0879	DUF371 family protein
CDS	797576	798499	HVO_0880	uncharacterized protein
CDS	798590	799591	HVO_0881	signal peptide peptidase SppA
CDS	799635	800771	HVO_0882	DUF373 family protein
CDS	800808	800999	HVO_0883	uncharacterized protein
CDS	801088	801918	HVO_0884	putative oxidoreductase (aldo-keto reductase family protein)
CDS	802107	802304	HVO_0885	small CPxCG-related zinc finger protein
CDS	802327	802476	HVO_0886	uncharacterized protein
CDS	802517	803380	HVO_0887	oxoglutarate--ferredoxin oxidoreductase beta subunit
CDS	803377	805137	HVO_0888	oxoglutarate--ferredoxin oxidoreductase alpha subunit
CDS	805444	806088	HVO_0889	FAD-dependent oxidoreductase
CDS	806141	806962	HVO_0890	ABC-type transport system permease protein (probable substrate copper)
CDS	806959	807810	HVO_0891	ABC-type transport system ATP-binding protein (probable substrate copper)
CDS	807803	809728	HVO_0892	ABC-type transport system periplasmic substrate-binding protein (probable substrate copper)
CDS	809951	811651	HVO_0893	methylmalonyl-CoA mutase subunit A
CDS	811838	813826	HVO_0894	acyl-CoA synthetase
CDS	813856	814101	HVO_0895	uncharacterized protein
CDS	814278	815900	HVO_0896	acyl-CoA synthetase
CDS	815984	816592	HVO_0897	uncharacterized protein
CDS	816639	816833	HVO_0898	uncharacterized protein
CDS	817082	818482	HVO_0899	ABC-type transport system periplasmic substrate-binding protein (probable substrate branched-chain amino acids)
CDS	818606	819574	HVO_0900	ABC-type transport system permease protein (probable substrate branched-chain amino acids)
CDS	819571	820752	HVO_0901	ABC-type transport system permease protein (probable substrate branched-chain amino acids)
CDS	820749	821507	HVO_0902	ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)
CDS	821504	822247	HVO_0903	ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)
CDS	822250	822930	HVO_0905	thioredoxin
CDS	822927	823331	HVO_0904	UspA domain protein
CDS	823386	823640	HVO_0906	uncharacterized protein
CDS	823746	823829	HVO_0906A	uncharacterized protein
CDS	824054	825853	HVO_0907	cox-type terminal oxidase subunit I
CDS	825916	826275	HVO_0908	uncharacterized protein
CDS	826378	826743	HVO_0909	uncharacterized protein
CDS	826789	826992	HVO_0910	uncharacterized protein
CDS	827150	828259	HVO_0911	GTP-binding protein Drg
CDS	828256	828747	HVO_0912	TIGR04206 family protein
CDS	828791	830233	HVO_0913	MATE efflux family protein
CDS	830369	831148	HVO_0914	glyoxalase domain protein
CDS	831303	832214	HVO_0915	archaeosortase A
CDS	832235	833044	HVO_0916	diphthine synthase
CDS	833161	833736	HVO_0917	DoxX domain protein
CDS	833824	834033	HVO_0918	uncharacterized protein
CDS	834136	834252	HVO_0919	small CPxCG-related zinc finger protein
CDS	834343	834786	HVO_0920	homolog to Rieske iron sulfur protein
CDS	834841	835320	HVO_0921	Lrp/AsnC family transcription regulator
CDS	836669	838021	HVO_0924	ISH5-type transposase ISHvo11
CDS	838421	838684	HVO_0925	uncharacterized protein
CDS	838824	839990	HVO_0926	ISH3-type transposase ISH51
CDS	840601	840762	HVO_0927	uncharacterized protein
tRNA	840913	840985	HVO_3030	tRNA-Thr
CDS	841078	842064	HVO_0929	tRNA (guanine(37)-N(1))-methyltransferase
CDS	842405	842875	HVO_0930	uncharacterized protein
CDS	843073	843501	HVO_0931	UspA domain protein
CDS	843545	843988	HVO_0932	UspA domain protein
CDS	844064	844780	HVO_0934	uncharacterized protein
CDS	844755	847586	HVO_0933	P-type transport ATPase (probable substrate calcium/metal cation)
CDS	847700	849742	HVO_0935	formate dehydrogenase alpha subunit
CDS	849735	850499	HVO_0936	YqeC family protein
CDS	850537	850977	HVO_0937	FMN-binding domain protein
CDS	851051	851527	HVO_0938	UspA domain protein
CDS	851558	851878	HVO_0939	uncharacterized protein
CDS	851945	854431	HVO_0940	P-type transport ATPase (probable substrate copper/metal cation)
CDS	854428	855222	HVO_0941	uncharacterized protein
CDS	855224	855442	HVO_0942	ba3-type terminal oxidase subunit CbaE
CDS	855542	855835	HVO_0943	ba3-type terminal oxidase subunit CbaD
CDS	855836	856375	HVO_0944	ba3-type terminal oxidase subunit II
CDS	856375	858144	HVO_0945	ba3-type terminal oxidase subunit I
CDS	858141	858335	HVO_0946	cbaC protein
CDS	858517	858738	HVO_0947	uncharacterized protein
CDS	858873	859304	HVO_0948	UspA domain protein
CDS	859328	859729	HVO_0949	uncharacterized protein
CDS	859880	860539	HVO_0950	"2-dehydro-3-deoxy-phosphogluconate aldolase, bacterial-type"
CDS	860652	861653	HVO_0951	uncharacterized protein
CDS	861842	862537	HVO_0952	Carbonic anhydrase
CDS	862560	864398	HVO_0953	DUF304 domain protein
CDS	864395	864859	HVO_0954	DUF304 domain protein
CDS	864943	865719	HVO_0955	uncharacterized protein
CDS	865710	866747	HVO_0956	metallophosphoesterase domain protein
CDS	866744	866869	HVO_0957	uncharacterized protein
CDS	866976	867422	HVO_0958	uncharacterized protein
CDS	867536	868222	HVO_0959	DUF2071 family protein
CDS	868340	869185	HVO_0960	putative oxidoreductase (aldo-keto reductase family protein)
CDS	869187	869798	HVO_0961	nadh-dependent flavin oxidoreductase
CDS	869825	870199	HVO_0962	HTH domain protein
CDS	870199	870492	HVO_0963	uncharacterized protein
CDS	870707	871132	HVO_0964	thioredoxin
CDS	871193	872671	HVO_0965	AMP phosphorylase
CDS	872721	873692	HVO_0966	"ribose-1,5-bisphosphate isomerase"
CDS	873723	874385	HVO_0967	HTH-10 family transcription regulator
CDS	874483	876177	HVO_0968	NADH dehydrogenase-like complex subunit CD
CDS	876217	879165	HVO_0969	transducer protein Htr39
CDS	879448	880692	HVO_0970	ribulose-bisphosphate carboxylase
CDS	880821	882740	HVO_0971	ATP-dependent DNA helicase Hel308b
CDS	882969	883490	HVO_0972	pilin PilA
CDS	883706	884860	HVO_0973	pyridoxal phosphate-dependent aminotransferase (probable aspartate aminotransferase)
CDS	884857	885261	HVO_0974	"6,7-dimethyl-8-ribityllumazine synthase"
CDS	885363	887117	HVO_0975	TIGR03663 family protein
CDS	887289	888434	HVO_0976	5-(carboxyamino)imidazole ribonucleotide synthase
CDS	888441	889052	HVO_0977	N5-carboxyaminoimidazole ribonucleotide mutase
CDS	889252	889668	HVO_0978	NADH dehydrogenase-like complex subunit A
CDS	889665	890366	HVO_0979	NADH dehydrogenase-like complex subunit B
CDS	890363	892036	HVO_0980	NADH dehydrogenase-like complex subunit CD
CDS	892036	893085	HVO_0981	NADH dehydrogenase-like complex subunit H
CDS	893082	893543	HVO_0982	NADH dehydrogenase-like complex subunit I
CDS	893649	893909	HVO_0983	NADH dehydrogenase-like complex subunit J1
CDS	893906	894274	HVO_0984	NADH dehydrogenase-like complex subunit J2
CDS	894274	894576	HVO_0985	NADH dehydrogenase-like complex subunit K
CDS	894580	896616	HVO_0986	NADH dehydrogenase-like complex subunit L
CDS	896613	898142	HVO_0987	NADH dehydrogenase-like complex subunit M
CDS	898143	899663	HVO_0988	NADH dehydrogenase-like complex subunit N
CDS	899702	900082	HVO_0989	uncharacterized protein
CDS	900172	901632	HVO_0990	DHH/RecJ family phosphoesterase
CDS	901676	902458	HVO_0991	CBS/parB domain protein
CDS	902466	902693	HVO_0992	uncharacterized protein
CDS	902724	902894	HVO_0993	small CPxCG-related zinc finger protein
CDS	902996	904309	HVO_0994	major facilitator superfamily transport protein
CDS	904367	905404	HVO_0995	uncharacterized protein
CDS	905599	906702	HVO_0996	DUF21/CBS domain protein
CDS	906798	907904	HVO_0997	putative Xaa-Pro dipeptidase
CDS	907962	908150	HVO_0998	uncharacterized protein
CDS	908202	909338	HVO_0999	DRTGG domain protein
CDS	909365	911458	HVO_1000	acetate--CoA ligase (ADP-forming)
CDS	911666	911926	HVO_1001	uncharacterized protein
CDS	912137	912889	HVO_1002	uncharacterized protein
CDS	913053	913850	HVO_1003	GufA family transport protein (probable substrate zinc)
CDS	913947	914231	HVO_1004	uncharacterized protein
CDS	914365	915120	HVO_1005	ABC-type transport system permease protein
CDS	915117	916070	HVO_1006	ABC-type transport system ATP-binding protein
CDS	916212	917606	HVO_1007	homolog to quinoprotein glucose dehydrogenase
CDS	917640	918638	HVO_1008	GFO family oxidoreductase
CDS	918994	920016	HVO_1009	putative oxidoreductase (aldo-keto reductase family protein)
CDS	920072	920476	HVO_1010	DUF457 family protein
CDS	920489	920722	HVO_1011	uncharacterized protein
CDS	920789	921448	HVO_1012	uncharacterized protein
CDS	921476	922882	HVO_1013	protoheme IX geranylgeranyltransferase
CDS	923045	923803	HVO_1014	cox-type terminal oxidase subunit II
CDS	923927	924355	HVO_1015	FAD synthase
CDS	924352	924837	HVO_1016	JAB domain protein
CDS	924940	925794	HVO_1017	ketosamine kinase domain protein
CDS	925901	927802	HVO_1018	DHH/RecJ family phosphoesterase
CDS	927833	929494	HVO_1019	phospholipase D domain protein
CDS	929621	930880	HVO_1020	HEAT-PBS family protein
CDS	930999	931763	HVO_1021	putative carbon-nitrogen hydrolase
CDS	931827	932915	HVO_1022	NamA family oxidoreductase
CDS	933017	933832	HVO_1023	uncharacterized protein
CDS	933893	934270	HVO_1024	acetyl-CoA C-acetyltransferase small subunit
CDS	934270	935421	HVO_1025	acetyl-CoA C-acetyltransferase catalytic subunit
CDS	935515	935928	HVO_1026	uncharacterized protein
CDS	936539	936811	HVO_1027	Sec-independent protein translocase subunit TatAo
CDS	936980	937750	HVO_1028	putative oxidoreductase (short-chain dehydrogenase family)
tRNA	937864	937934	HVO_3031	tRNA-Gly
CDS	938112	939407	HVO_1030	DUF4382 domain protein
CDS	939491	940519	HVO_1031	thioredoxin-disulfide reductase
CDS	940639	941292	HVO_1032	putative S-adenosylmethionine-dependent methyltransferase
CDS	941377	943500	HVO_1033	type IV pilus biogenesis complex membrane subunit
CDS	943502	945196	HVO_1034	type IV pilus biogenesis complex ATPase subunit
CDS	945296	945793	HVO_1035	uncharacterized protein
CDS	945888	946256	HVO_1036	cupin 2 barrel domain protein
CDS	946398	946871	HVO_1037	uncharacterized protein
CDS	947001	947627	HVO_1038	uracil-DNA glycosylase superfamily protein
CDS	948031	948534	HVO_1039	metallo-beta-lactamase superfamily protein
CDS	948679	949818	HVO_1040	DnaJ domain protein
CDS	949985	950983	HVO_1041	beta-lactamase domain protein
CDS	951010	951300	HVO_1042	DNA-directed RNA polymerase subunit L
CDS	951364	951924	HVO_1043	DUF1684 family protein
CDS	952064	952876	HVO_1044	imidazoleglycerol-phosphate synthase subunit HisF
CDS	953067	953222	HVO_1045	uncharacterized protein
CDS	953332	953499	HVO_1046	uncharacterized protein
CDS	953595	954566	HVO_1047	NADPH:quinone reductase
CDS	954615	956723	HVO_1048	phosphoribosylformylglycinamidine synthase subunit PurL
CDS	956966	957649	HVO_1049	PHP domain protein
CDS	957649	958740	HVO_1050	asparagine synthase (glutamine-hydrolyzing)
CDS	958762	959244	HVO_1051	NUDIX family hydrolase
CDS	959346	960344	HVO_1052	transcription initiation factor TFB
CDS	960564	960842	HVO_1053	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
CDS	960843	962114	HVO_1054	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A
CDS	962244	962924	HVO_1055	TrkA domain protein
CDS	962924	964585	HVO_1056	Trk-type transport system (probable substrate potassium)
CDS	964613	966217	HVO_1057	Trk-type transport system (probable substrate potassium)
CDS	966335	967672	HVO_1058	TrkA domain protein
CDS	967758	968300	HVO_1059	START domain protein
CDS	968419	969378	HVO_1060	uncharacterized protein
CDS	969459	970238	HVO_1061	oxidoreductase (homolog to thioredoxin-disulfide reductase)
CDS	970333	971493	HVO_1062	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase
CDS	971509	971904	HVO_1063	Mrp-type sodium/proton antiporter system subunit G
CDS	971901	972194	HVO_1064	Mrp-type sodium/proton antiporter system subunit F
CDS	972187	972789	HVO_1065	Mrp-type sodium/proton antiporter system subunit E
CDS	972789	974486	HVO_1066	Mrp-type sodium/proton antiporter system subunit D1
CDS	974483	974824	HVO_1067	Mrp-type sodium/proton antiporter system subunit C
CDS	974821	975294	HVO_1068	Mrp-type sodium/proton antiporter system subunit B
CDS	975291	977696	HVO_1069	Mrp-type sodium/proton antiporter system subunit A
CDS	977936	978274	HVO_1070	ArsR family transcription regulator
CDS	978529	978930	HVO_1071	uncharacterized protein
CDS	979089	979655	HVO_1072	"purine phosphoribosyltransferase (adenine phosphoribosyltransferase, xanthine-guanine phosphoribosyltransferase)"
CDS	979756	980430	HVO_1073	ThiJ/PfpI domain protein
CDS	980512	981357	HVO_1074	uncharacterized protein
CDS	981367	981666	HVO_1075	HTH domain protein
CDS	981781	982749	HVO_1076	sugar nucleotidyltransferase
CDS	982791	983513	HVO_1077	diphthamide biosynthesis protein Dph6
CDS	984665	985642	HVO_1079	homolog to sulfate adenylyltransferase small subunit
CDS	985780	986346	HVO_1080	uncharacterized protein
CDS	986514	986858	HVO_1081	glutaredoxin
CDS	986942	987574	HVO_1082	homolog to orotate phosphoribosyltransferase
CDS	987571	988644	HVO_1083	glucose 1-dehydrogenase
CDS	988974	990365	HVO_1084	adenylosuccinate lyase
CDS	990555	992132	HVO_1085	phosphoribosylglycinamide formyltransferase / phosphoribosylaminoimidazolecarboxamide formyltransferase
CDS	992246	993001	HVO_1086	(S)-3-O-geranylgeranylglyceryl phosphate synthase 2
CDS	993047	993472	HVO_1087	UspA domain protein
CDS	993598	996114	HVO_1088	"folylpolyglutamate synthase / 7,8-dihydropteroate reductase / dihydropteroate synthase"
CDS	996181	996933	HVO_1089	NRDE domain protein
CDS	996959	997312	HVO_1090	putative transcription factor (homolog to RNA polymerase III subunit RPC34)
CDS	997547	998305	HVO_1091	proteasome alpha subunit
CDS	998312	998791	HVO_1092	ribonuclease P protein component 2
CDS	998801	999427	HVO_1093	putative S-adenosylmethionine-dependent methyltransferase
CDS	999411	1000106	HVO_1094	ribonuclease P protein component 3
CDS	1000245	1000799	HVO_1095	uncharacterized protein
CDS	1000850	1001947	HVO_1096	succinyl-diaminopimelate desuccinylase
CDS	1001944	1002810	HVO_1097	diaminopimelate epimerase
CDS	1002831	1004078	HVO_1098	diaminopimelate decarboxylase
CDS	1004075	1004917	HVO_1099	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
CDS	1004914	1005675	HVO_1100	4-hydroxy-tetrahydrodipicolinate reductase
CDS	1005672	1006589	HVO_1101	4-hydroxy-tetrahydrodipicolinate synthase
CDS	1006980	1007477	HVO_1102	DUF88 family protein
CDS	1007487	1008407	HVO_1103	uncharacterized protein
CDS	1008495	1008662	HVO_1104	uncharacterized protein
CDS	1008781	1009260	HVO_1105	MiaB-like tRNA modifying enzyme
CDS	1009657	1010955	HVO_1106	ISH8-type transposase ISHvo12
CDS	1011599	1012627	HVO_1107	DUF1119 family protein
CDS	1012676	1012900	HVO_1108	tRNA/rRNA pseudouridine synthase complex protein Gar1
CDS	1012900	1013178	HVO_1109	signal recognition particle 19K protein
CDS	1013275	1014423	HVO_1110	ABC-type transport system periplasmic substrate-binding protein (probable substrate cobalamin)
CDS	1014484	1015578	HVO_1111	ABC-type transport system permease protein (probable substrate cobalamin)
CDS	1015575	1017005	HVO_1112	ABC-type transport system ATP-binding protein (probable substrate cobalamin)
CDS	1017090	1018259	HVO_1113	"FtsZ family protein CetZ, type III"
CDS	1018346	1019044	HVO_1114	UPF0278 family protein
CDS	1019071	1019271	HVO_1115	uncharacterized protein
CDS	1019271	1019618	HVO_1116	HTH domain protein
CDS	1019803	1020444	HVO_1117	HTH-10 family transcription regulator
CDS	1020539	1020673	HVO_1118	small CPxCG-related zinc finger protein
CDS	1020707	1021228	HVO_1119	halocyanin
CDS	1021329	1021658	HVO_1120	TIGR04031 family protein
CDS	1021655	1022863	HVO_1121	Fe-coproporphyrin synthase AhbC
CDS	1022943	1023128	HVO_1122	uncharacterized protein
CDS	1023195	1024244	HVO_1123	thioredoxin-disulfide reductase
CDS	1024386	1024670	HVO_1124	DUF357 family protein
CDS	1024689	1026173	HVO_1125	cysteine--tRNA ligase
CDS	1026290	1028068	HVO_1126	transducer protein HemAT
CDS	1028135	1028629	HVO_1127	uncharacterized protein
CDS	1028819	1029697	HVO_1128	sirohydrochlorin cobaltochelatase
CDS	1029697	1030869	HVO_1129	uncharacterized protein
CDS	1030927	1031508	HVO_1130	uncharacterized protein
CDS	1031564	1031749	HVO_1131	UPF0434 family protein
CDS	1031858	1033189	HVO_1132	adenylosuccinate synthase
CDS	1033423	1033728	HVO_1133	HTH domain protein
CDS	1033994	1036267	HVO_1134	uncharacterized protein
CDS	1036430	1037335	HVO_1135	homolog to S-adenosylmethionine-dependent methyltransferase
CDS	1037336	1038220	HVO_1136	CDP-alcohol 1-archaetidyltransferase
CDS	1038438	1040096	HVO_1137	ion channel pore / TrkA domain protein
CDS	1040246	1041094	HVO_1138	cox-type terminal oxidase subunit III
CDS	1041315	1042391	HVO_1139	squalene synthase
CDS	1042509	1043651	HVO_1140	acyl-CoA dehydrogenase
CDS	1043654	1043977	HVO_1141	PadR family transcription regulator
CDS	1044118	1044393	HVO_1142	uncharacterized protein
CDS	1044422	1045093	HVO_1143	putative archaetidylserine synthase
CDS	1045260	1045706	HVO_1144	halocyanin
CDS	1045827	1046489	HVO_1145	30S ribosomal protein S1e
CDS	1046482	1046724	HVO_1146	uncharacterized protein
CDS	1046721	1047842	HVO_1147	putative replication complex protein RecJ2
CDS	1047847	1048314	HVO_1148	30S ribosomal protein S15
tRNA	1048559	1048630	HVO_3032	tRNA-Ala
CDS	1049190	1049582	HVO_1150	IS200-type transposase HfIRS11
CDS	1050964	1052475	HVO_1153	uncharacterized protein
CDS	1052529	1053299	HVO_1154	uncharacterized protein
CDS	1053296	1053748	HVO_1155	uncharacterized protein
CDS	1053802	1054788	HVO_1156	uncharacterized protein
CDS	1054785	1055417	HVO_1157	uncharacterized protein
CDS	1055414	1055914	HVO_1158	uncharacterized protein
CDS	1055914	1057956	HVO_1159	type IV pilus biogenesis complex membrane subunit
CDS	1057957	1061259	HVO_1160	type IV pilus biogenesis complex ATPase subunit
tRNA	1061493	1061565	HVO_3033	tRNA-Arg
CDS	1061644	1061919	HVO_1162	Sec-independent protein translocase subunit TatAt
CDS	1062179	1062679	HVO_1163	homolog to peroxiredoxin
CDS	1062761	1063573	HVO_1164	HD family hydrolase
CDS	1063656	1064564	HVO_1165	mechanosensitive channel protein MscS
CDS	1064561	1064809	HVO_1166	CRM domain protein
CDS	1064921	1065196	HVO_1167	ribonuclease P protein component 4
CDS	1065306	1066367	HVO_1168	"putative glycosyltransferase, type 1"
CDS	1066467	1067573	HVO_1169	"putative glycosyltransferase, type 1"
CDS	1067603	1068031	HVO_1170	glycine-rich protein
CDS	1068092	1068838	HVO_1171	DUF2797 family protein
CDS	1068963	1069910	HVO_1172	GalE family epimerase/dehydratase
CDS	1070008	1070550	HVO_1173	tRNA (cytidine(56)-2'-O)-methyltransferase
CDS	1070635	1071165	HVO_1174	transcription initiation factor TFE
CDS	1071166	1071843	HVO_1175	DUF2110 family protein
CDS	1071848	1072603	HVO_1176	uncharacterized protein
CDS	1072691	1073383	HVO_1177	CinA N-terminal domain protein
CDS	1073402	1073515	HVO_1178	uncharacterized protein
CDS	1073681	1074745	HVO_1179	homolog to NAD kinase
CDS	1074831	1075205	HVO_1180	AhpD domain protein
CDS	1075523	1076554	HVO_1181	PhoU domain protein
CDS	1076674	1077132	HVO_1182	uncharacterized protein
CDS	1077208	1077651	HVO_1183	uncharacterized protein
CDS	1077825	1078964	HVO_1184	DUF1511 family protein
CDS	1079116	1079298	HVO_1185	uncharacterized protein
CDS	1079366	1079590	HVO_1186	HTH domain protein
CDS	1079634	1080065	HVO_1187	START domain protein
CDS	1080508	1080825	HVO_1188	uncharacterized protein
CDS	1080889	1082415	HVO_1189	aldehyde dehydrogenase
